Horizon name           Segment       CDP         X         Y         Z
Fault2                       1   1516.29   9470.58      0.00   1363.78
Fault2                       1   1518.26   9482.90      0.00   1374.81
Fault2                       1   1525.01   9525.05      0.00   1411.45
Fault2                       1   1527.41   9540.08      0.00   1424.03
Fault2                       1   1529.92   9555.73      0.00   1436.80
Fault2                       1   1532.40   9571.27      0.00   1449.17
Fault2                       1   1535.91   9593.20      0.00   1466.20
Fault2                       1   1538.63   9610.16      0.00   1478.80
Fault2                       1   1541.07   9625.45      0.00   1490.68
Fault2                       1   1542.20   9632.49      0.00   1496.15
Fault2                       1   1545.54   9653.37      0.00   1512.13
Fault2                       1   1546.88   9661.77      0.00   1518.49
Fault2                       1   1548.94   9674.61      0.00   1528.15
Fault2                       1   1551.67   9691.68      0.00   1541.00
Fault2                       1   1552.93   9699.59      0.00   1546.98
Fault2                       1   1554.10   9706.87      0.00   1552.51
Fault2                       1   1556.24   9720.24      0.00   1562.76
Fault2                       1   1556.73   9723.30      0.00   1565.13
Fault2                       1   1559.09   9738.04      0.00   1576.69
Fault2                       1   1561.29   9751.79      0.00   1587.73
Fault2                       1   1568.75   9798.43      0.00   1626.29
Fault2                       1   1569.79   9804.91      0.00   1631.68
Fault2                       1   1572.37   9821.08      0.00   1645.03
Fault2                       1   1573.34   9827.15      0.00   1649.98
Fault2                       1   1573.85   9830.34      0.00   1652.57
Fault2                       1   1576.72   9848.24      0.00   1666.88
Fault2                       1   1579.98   9868.62      0.00   1682.59
Fault2                       1   1582.96   9887.28      0.00   1696.49
Fault2                       1   1585.45   9902.84      0.00   1707.79
Fault2                       1   1586.88   9911.72      0.00   1714.12
Fault2                       1   1587.27   9914.16      0.00   1715.85
Fault2                       1   1590.80   9936.26      0.00   1731.30
Fault2                       1   1592.89   9949.30      0.00   1740.25
Fault2                       1   1594.88   9961.75      0.00   1748.70
Fault2                       1   1597.79   9979.96      0.00   1760.92
Fault2                       1   1598.37   9983.55      0.00   1763.31
Fault2                       1   1599.77   9992.33      0.00   1769.13
Fault2                       1   1602.76  10011.02      0.00   1781.47
Fault2                       1   1603.17  10013.55      0.00   1783.14
Fault2                       1   1604.13  10019.56      0.00   1787.09
Fault2                       1   1608.64  10047.73      0.00   1805.56
Fault2                       1   1610.15  10057.19      0.00   1811.76
Fault2                       1   1614.64  10085.27      0.00   1830.24
Fault2                       1   1615.31  10089.45      0.00   1833.00
Fault2                       1   1616.73  10098.31      0.00   1838.88
Fault2                       1   1622.12  10132.03      0.00   1861.36
Fault2                       1   1624.16  10144.74      0.00   1869.84
Fault2                       1   1624.52  10147.00      0.00   1871.35
Fault2                       1   1628.67  10172.95      0.00   1888.65
Fault2                       1   1632.59  10197.46      0.00   1904.89
Fault2                       1   1634.86  10211.63      0.00   1914.21
Fault2                       1   1638.01  10231.29      0.00   1927.04
Fault2                       1   1640.20  10244.98      0.00   1935.87
Fault2                       1   1642.07  10256.69      0.00   1943.35
Fault2                       1   1643.66  10266.61      0.00   1949.63
Fault2                       1   1646.72  10285.75      0.00   1961.62
Fault2                       1   1650.49  10309.31      0.00   1976.14
Fault2                       1   1655.64  10341.47      0.00   1995.62
Fault2                       1   1658.93  10362.06      0.00   2007.91
Fault2                       1   1665.21  10401.32      0.00   2031.04
Fault2                       1   1669.13  10425.81      0.00   2045.29
Fault2                       1   1673.02  10450.14      0.00   2059.35
Fault2                       1   1678.78  10486.13      0.00   2079.95
Fault2                       1   1679.30  10489.35      0.00   2081.79
Fault2                       1   1685.22  10526.40      0.00   2102.77
Fault2                       1   1692.00  10568.77      0.00   2126.52
Fault2                       1   1694.07  10581.67      0.00   2133.70
Fault2                       1   1695.70  10591.87      0.00   2139.37
Fault2                       1   1702.39  10633.71      0.00   2162.49
Fault2                       1   1714.42  10708.89      0.00   2203.57
Fault2                       1   1714.78  10711.13      0.00   2204.80
Fault2                       1   1721.77  10754.80      0.00   2228.43
Fault2                       1   1727.09  10788.04      0.00   2246.33
Fault2                       1   1735.73  10842.04      0.00   2275.28
Fault2                       1   1743.84  10892.74      0.00   2302.35
Fault2                       1   1750.87  10936.67      0.00   2325.74
Fault2                       1   1757.00  10974.99      0.00   2346.02
Fault2                       1   1765.08  11025.53      0.00   2372.47
Fault2                       1   1793.69  11204.30      0.00   2461.74
Fault2                       1   1859.91  11618.20      0.00   2623.81
Fault3                       1   1653.22  10326.37      0.00    505.49
Fault3                       1   1653.69  10329.34      0.00    515.75
Fault3                       1   1655.12  10338.28      0.00    546.78
Fault3                       1   1655.57  10341.04      0.00    556.48
Fault3                       1   1656.43  10346.42      0.00    575.43
Fault3                       1   1657.01  10350.06      0.00    588.39
Fault3                       1   1657.80  10354.97      0.00    606.13
Fault3                       1   1658.31  10358.16      0.00    619.40
Fault3                       1   1659.13  10363.32      0.00    637.77
Fault3                       1   1660.71  10373.19      0.00    677.40
Fault3                       1   1661.99  10381.18      0.00    707.88
Fault3                       1   1662.23  10382.67      0.00    713.16
Fault3                       1   1664.82  10398.89      0.00    764.73
Fault3                       1   1664.83  10398.94      0.00    764.88
Fault3                       1   1667.15  10413.41      0.00    805.03
Fault3                       1   1667.44  10415.27      0.00    809.89
Fault3                       1   1668.09  10419.34      0.00    820.39
Fault3                       1   1668.68  10422.98      0.00    829.56
Fault3                       1   1669.62  10428.86      0.00    844.04
Fault3                       1   1670.55  10434.67      0.00    858.06
Fault3                       1   1672.39  10446.17      0.00    885.23
Fault3                       1   1672.75  10448.42      0.00    890.50
Fault3                       1   1673.39  10452.44      0.00    899.89
Fault3                       1   1674.34  10458.38      0.00    913.70
Fault3                       1   1677.19  10476.17      0.00    955.52
Fault3                       1   1677.97  10481.07      0.00    966.48
Fault3                       1   1679.68  10491.74      0.00    993.68
Fault3                       1   1680.38  10496.13      0.00   1004.94
Fault3                       1   1681.17  10501.04      0.00   1017.84
Fault3                       1   1681.99  10506.17      0.00   1031.83
Fault3                       1   1682.21  10507.59      0.00   1035.73
Fault3                       1   1683.19  10513.69      0.00   1052.51
Fault3                       1   1683.31  10514.44      0.00   1054.56
Fault3                       1   1685.68  10529.27      0.00   1095.00
Fault3                       1   1686.14  10532.10      0.00   1102.60
Fault3                       1   1687.64  10541.52      0.00   1127.53
Fault3                       1   1689.17  10551.06      0.00   1152.06
Fault3                       1   1689.74  10554.63      0.00   1161.03
Fault3                       1   1690.42  10558.86      0.00   1171.51
Fault3                       1   1691.30  10564.39      0.00   1184.93
Fault3                       1   1692.90  10574.35      0.00   1208.28
Fault3                       1   1693.03  10575.16      0.00   1210.12
Fault3                       1   1694.80  10586.25      0.00   1234.97
Fault3                       1   1694.97  10587.31      0.00   1237.29
Fault3                       1   1696.16  10594.78      0.00   1253.40
Fault3                       1   1697.63  10603.95      0.00   1272.65
Fault3                       1   1697.82  10605.15      0.00   1275.13
Fault3                       1   1699.37  10614.84      0.00   1294.85
Fault3                       1   1699.68  10616.76      0.00   1298.74
Fault3                       1   1700.08  10619.23      0.00   1303.71
Fault3                       1   1701.37  10627.31      0.00   1319.77
Fault3                       1   1702.40  10633.75      0.00   1332.14
Fault3                       1   1702.58  10634.87      0.00   1334.23
Fault3                       1   1703.44  10640.26      0.00   1344.22
Fault3                       1   1703.95  10643.46      0.00   1350.14
Fault3                       1   1706.42  10658.85      0.00   1377.73
Fault3                       1   1711.20  10688.72      0.00   1428.07
Fault3                       1   1711.61  10691.33      0.00   1432.31
Fault3                       1   1714.69  10710.57      0.00   1463.03
Fault3                       1   1717.97  10731.07      0.00   1494.84
Fault3                       1   1718.63  10735.20      0.00   1501.15
Fault3                       1   1723.10  10763.15      0.00   1543.31
Fault3                       1   1726.08  10781.77      0.00   1571.02
Fault3                       1   1728.83  10798.94      0.00   1596.48
Fault3                       1   1730.59  10809.91      0.00   1612.76
Fault3                       1   1731.05  10812.79      0.00   1617.04
Fault3                       1   1732.84  10824.00      0.00   1633.75
Fault3                       1   1733.92  10830.72      0.00   1643.81
Fault3                       1   1735.34  10839.60      0.00   1657.15
Fault3                       1   1738.85  10861.55      0.00   1689.35
Fault3                       1   1750.94  10937.14      0.00   1789.81
Fault3                       1   1754.61  10960.04      0.00   1817.05
Fault3                       1   1756.54  10972.10      0.00   1829.56
Fault3                       1   1759.04  10987.73      0.00   1845.26
Fault3                       1   1761.00  11000.02      0.00   1858.08
Fault3                       1   1762.67  11010.43      0.00   1868.68
Fault3                       1   1765.09  11025.59      0.00   1884.25
Fault3                       1   1769.80  11054.97      0.00   1914.29
Fault3                       1   1773.26  11076.60      0.00   1935.29
Fault3                       1   1782.80  11136.28      0.00   1985.70
Fault3                       1   1791.41  11190.06      0.00   2024.54
Fault3                       1   1801.15  11250.96      0.00   2064.35
Fault3                       1   1807.00  11287.52      0.00   2087.19
Fault3                       1   1808.20  11295.03      0.00   2091.83
Fault3                       1   1810.04  11306.48      0.00   2098.83
Fault3                       1   1812.45  11321.58      0.00   2107.99
Fault3                       1   1816.18  11344.90      0.00   2122.26
Fault3                       1   1820.42  11371.40      0.00   2139.10
Fault3                       1   1821.53  11378.33      0.00   2143.68
Fault3                       1   1825.51  11403.16      0.00   2160.53
Fault3                       1   1831.33  11439.54      0.00   2184.65
Fault3                       1   1833.95  11455.96      0.00   2194.58
Fault3                       1   1834.90  11461.89      0.00   2197.96
Fault3                       1   1839.32  11489.49      0.00   2212.50
Fault3                       1   1844.79  11523.66      0.00   2229.25
Fault3                       1   1847.91  11543.20      0.00   2238.92
Fault3                       1   1855.15  11588.43      0.00   2262.34
Fault3                       1   1859.92  11618.28      0.00   2278.98
Fault3                       1   1861.94  11630.90      0.00   2286.52
Fault3                       1   1863.54  11640.90      0.00   2292.77
Fault3                       1   1865.84  11655.22      0.00   2302.27
Fault3                       1   1871.50  11690.65      0.00   2328.35
Fault3                       1   1872.13  11694.56      0.00   2331.40
Fault3                       1   1874.36  11708.50      0.00   2342.49
Fault3                       1   1881.54  11753.36      0.00   2377.72
Fault3                       1   1890.32  11808.24      0.00   2412.87
Fault3                       1   1893.30  11826.89      0.00   2422.92
Fault3                       1   1896.78  11848.60      0.00   2434.14
Fault3                       1   1931.03  12062.69      0.00   2548.24
Fault3                       1   1946.68  12160.47      0.00   2597.89
H001-wb                      1      1.00      0.00      0.00    450.00
H001-wb                      1   2721.00  17000.00      0.00    450.00
H002                         1      1.00      0.00      0.00    475.00
H002                         1   2721.00  17000.00      0.00    475.00
H003                         1      1.00      0.00      0.00    505.49
H003                         1    444.55   2772.21      0.00    505.49
H003                         1    729.41   4552.58      0.00    505.49
H003                         1    801.00   5000.00      0.00    505.49
H003                         1    818.63   5110.17      0.00    505.49
H003                         1    871.53   5440.82      0.00    505.49
H003                         1    949.18   5926.10      0.00    505.49
H003                         1    961.00   6000.00      0.00    505.49
H003                         1    991.56   6190.97      0.00    505.49
H003                         1    997.91   6230.70      0.00    505.49
H003                         1   1065.72   6654.50      0.00    505.49
H003                         1   1110.22   6932.61      0.00    505.49
H003                         1   1121.00   7000.00      0.00    505.49
H003                         1   1149.07   7175.41      0.00    505.49
H003                         1   1182.97   7387.31      0.00    505.49
H003                         1   1224.68   7648.00      0.00    505.49
H003                         1   1228.52   7672.00      0.00    505.49
H003                         1   1268.61   7922.55      0.00    505.32
H003                         1   1273.20   7951.27      0.00    505.24
H003                         1   1273.89   7955.57      0.00    505.23
H003                         1   1279.28   7989.26      0.00    505.17
H003                         1   1280.08   7994.24      0.00    505.17
H003                         1   1282.89   8011.84      0.00    505.17
H003                         1   1305.32   8152.00      0.00    505.49
H003                         1   1311.72   8192.00      0.00    505.49
H003                         1   1320.68   8248.00      0.00    505.49
H003                         1   1333.48   8328.00      0.00    505.49
H003                         1   1349.12   8425.72      0.00    505.49
H003                         1   1352.68   8448.00      0.00    505.49
H003                         1   1359.08   8488.00      0.00    505.49
H003                         1   1360.36   8496.00      0.00    505.49
H003                         1   1361.76   8504.73      0.00    505.49
H003                         1   1373.16   8576.00      0.00    505.49
H003                         1   1377.00   8600.00      0.00    505.49
H003                         1   1382.12   8632.00      0.00    505.49
H003                         1   1391.08   8688.00      0.00    505.49
H003                         1   1401.03   8750.17      0.00    505.49
H003                         1   1404.02   8768.88      0.00    505.49
H003                         1   1421.80   8880.00      0.00    505.49
H003                         1   1438.44   8984.00      0.00    505.49
H003                         1   1443.56   9016.00      0.00    505.49
H003                         1   1455.08   9088.00      0.00    505.49
H003                         1   1466.60   9160.00      0.00    505.49
H003                         1   1470.44   9184.00      0.00    505.49
H003                         1   1480.68   9248.00      0.00    505.49
H003                         1   1487.08   9288.00      0.00    505.49
H003                         1   1503.72   9392.00      0.00    505.49
H003                         1   1522.92   9512.00      0.00    505.49
H003                         1   1530.60   9560.00      0.00    505.49
H003                         1   1534.44   9584.00      0.00    505.49
H003                         1   1539.56   9616.00      0.00    505.49
H003                         1   1544.68   9648.00      0.00    505.49
H003                         1   1565.16   9776.00      0.00    505.49
H003                         1   1589.48   9928.00      0.00    505.49
H003                         1   1624.04  10144.00      0.00    505.49
H003                         1   1640.68  10248.00      0.00    505.49
H003                         1   1649.00  10300.00      0.00    505.49
H003                         1   1653.22  10326.37      0.00    505.49
H003                         1   1682.92  10512.00      0.00    505.49
H003                         1   1699.56  10616.00      0.00    505.49
H003                         1   1718.76  10736.00      0.00    505.49
H003                         1   1739.24  10864.00      0.00    505.49
H003                         1   1755.88  10968.00      0.00    505.49
H003                         1   1772.52  11072.00      0.00    505.49
H003                         1   1859.56  11616.00      0.00    505.49
H003                         1   1981.80  12379.97      0.00    505.49
H003                         1   2009.32  12552.00      0.00    505.49
H003                         1   2022.12  12632.00      0.00    505.49
H003                         1   2034.92  12712.00      0.00    505.49
H003                         1   2065.64  12904.00      0.00    505.49
H003                         1   2072.04  12944.00      0.00    505.49
H003                         1   2077.16  12976.00      0.00    505.49
H003                         1   2082.28  13008.00      0.00    505.49
H003                         1   2091.24  13064.00      0.00    505.49
H003                         1   2106.60  13160.00      0.00    505.49
H003                         1   2121.01  13250.08      0.00    505.49
H003                         1   2131.63  13316.44      0.00    505.49
H003                         1   2141.81  13380.08      0.00    505.49
H003                         1   2159.98  13493.61      0.00    505.49
H003                         1   2185.63  13653.91      0.00    505.49
H003                         1   2287.91  14293.17      0.00    505.48
H003                         1   2315.17  14463.58      0.00    505.48
H003                         1   2326.48  14534.25      0.00    505.48
H003                         1   2347.90  14668.13      0.00    505.48
H003                         1   2380.63  14872.68      0.00    505.47
H003                         1   2410.98  15062.35      0.00    505.47
H003                         1   2427.64  15166.49      0.00    505.46
H003                         1   2440.73  15248.31      0.00    505.46
H003                         1   2453.82  15330.13      0.00    505.45
H003                         1   2468.70  15423.11      0.00    505.44
H003                         1   2494.81  15586.31      0.00    505.42
H003                         1   2531.19  15813.69      0.00    505.39
H003                         1   2588.63  16172.70      0.00    505.35
H003                         1   2660.74  16623.36      0.00    505.33
H003                         1   2671.28  16689.23      0.00    505.34
H003                         1   2681.87  16755.45      0.00    505.34
H003                         1   2721.00  17000.00      0.00    505.38
H004                         1      1.00      0.00      0.00    554.61
H004                         1     60.32    370.73      0.00    561.29
H004                         1    128.04    794.02      0.00    554.61
H004                         1    179.61   1116.33      0.00    557.10
H004                         1    232.52   1446.99      0.00    563.38
H004                         1    290.61   1810.06      0.00    557.10
H004                         1    342.30   2133.10      0.00    559.64
H004                         1    420.28   2620.50      0.00    544.53
H004                         1    493.93   3080.83      0.00    527.77
H004                         1    583.15   3638.41      0.00    523.58
H004                         1    677.55   4228.41      0.00    521.49
H004                         1    729.41   4552.58      0.00    505.49
H004                         2    818.63   5110.17      0.00    505.49
H004                         2    846.64   5285.22      0.00    523.58
H004                         2    871.53   5440.82      0.00    505.49
H005                         1      1.00      0.00      0.00    632.69
H005                         1     39.51    240.70      0.00    644.73
H005                         1     77.76    479.75      0.00    640.72
H005                         1    124.83    773.95      0.00    640.72
H005                         1    166.02   1031.39      0.00    636.70
H005                         1    218.98   1362.37      0.00    648.75
H005                         1    264.58   1647.39      0.00    644.73
H005                         1    295.47   1840.46      0.00    644.73
H005                         1    352.03   2193.91      0.00    644.75
H005                         1    399.92   2493.24      0.00    624.66
H005                         1    436.69   2723.09      0.00    620.64
H005                         1    498.48   3109.24      0.00    600.56
H005                         1    549.96   3431.03      0.00    600.56
H005                         1    601.45   3752.82      0.00    600.56
H005                         1    657.00   4100.00      0.00    602.54
H005                         1    673.00   4200.00      0.00    602.54
H005                         1    689.00   4300.00      0.00    602.54
H005                         1    705.00   4400.00      0.00    602.66
H005                         1    720.96   4499.75      0.00    595.91
H005                         1    736.95   4599.71      0.00    594.45
H005                         1    752.95   4699.71      0.00    594.45
H005                         1    768.95   4799.71      0.00    594.62
H005                         1    784.91   4899.43      0.00    602.15
H005                         1    800.91   4999.42      0.00    602.52
H005                         1    816.89   5099.33      0.00    605.24
H005                         1    832.84   5198.98      0.00    613.63
H005                         1    848.81   5298.80      0.00    618.68
H005                         1    864.79   5398.67      0.00    615.07
H005                         1    880.73   5498.29      0.00    606.44
H005                         1    896.52   5596.99      0.00    590.22
H005                         1    912.30   5695.64      0.00    573.70
H005                         1    927.80   5792.52      0.00    548.99
H005                         1    949.18   5926.10      0.00    505.49
H006                         1    768.95   4799.71      0.00    691.51
H006                         1    774.76   4836.01      0.00    687.26
H006                         1    781.80   4880.00      0.00    683.51
